,시간,05-18 (토)
0,최대,159.03
1,최소,-79.06
2,가중평균,84.55
3,01시 1구간,114.99
4,01시 2구간,114.99
5,01시 3구간,114.99
6,01시 4구간,114.99
7,02시 1구간,107.81
8,02시 2구간,107.81
9,02시 3구간,107.81
10,02시 4구간,107.81
11,03시 1구간,107.81
12,03시 2구간,107.81
13,03시 3구간,107.81
14,03시 4구간,107.81
15,04시 1구간,107.81
16,04시 2구간,107.81
17,04시 3구간,107.81
18,04시 4구간,107.81
19,05시 1구간,113.72
20,05시 2구간,113.72
21,05시 3구간,113.72
22,05시 4구간,113.72
23,06시 1구간,114.48
24,06시 2구간,114.48
25,06시 3구간,114.48
26,06시 4구간,114.48
27,07시 1구간,114.48
28,07시 2구간,114.48
29,07시 3구간,114.48
30,07시 4구간,114.48
31,08시 1구간,107.46
32,08시 2구간,0.0
33,08시 3구간,-2.0
34,08시 4구간,-79.06
35,09시 1구간,-78.27
36,09시 2구간,-79.06
37,09시 3구간,-79.06
38,09시 4구간,-79.06
39,10시 1구간,-79.06
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,-77.48
44,11시 2구간,-76.69
45,11시 3구간,-79.06
46,11시 4구간,-78.27
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,-51.27
51,13시 1구간,-79.06
52,13시 2구간,-77.94
53,13시 3구간,-77.48
54,13시 4구간,0.0
55,14시 1구간,0.0
56,14시 2구간,114.36
57,14시 3구간,114.36
58,14시 4구간,114.36
59,15시 1구간,142.73
60,15시 2구간,142.73
61,15시 3구간,142.73
62,15시 4구간,142.73
63,16시 1구간,142.61
64,16시 2구간,142.61
65,16시 3구간,142.61
66,16시 4구간,142.61
67,17시 1구간,114.36
68,17시 2구간,114.36
69,17시 3구간,114.36
70,17시 4구간,114.36
71,18시 1구간,158.74
72,18시 2구간,158.74
73,18시 3구간,158.74
74,18시 4구간,158.74
75,19시 1구간,159.03
76,19시 2구간,159.03
77,19시 3구간,159.03
78,19시 4구간,159.03
79,20시 1구간,137.05
80,20시 2구간,137.05
81,20시 3구간,137.05
82,20시 4구간,137.05
83,21시 1구간,142.52
84,21시 2구간,142.52
85,21시 3구간,142.52
86,21시 4구간,142.52
87,22시 1구간,130.35
88,22시 2구간,130.35
89,22시 3구간,130.35
90,22시 4구간,130.35
91,23시 1구간,114.48
92,23시 2구간,114.48
93,23시 3구간,114.48
94,23시 4구간,114.48
95,24시 1구간,114.48
96,24시 2구간,114.48
97,24시 3구간,114.48
98,24시 4구간,114.48
